number_of_reviews,minimum_nights,availability_365,neighbourhood_group,room_type,price
0.10344827586206896,0.1,0.010958904109589041,0.25,0.5,230
0.41379310344827586,0.1,0.0,0.25,0.5,95
0.06896551724137931,0.30000000000000004,0.019178082191780823,0.0,0.5,270
0.034482758620689655,0.4,0.0,0.0,0.0,75
0.05172413793103448,0.4,0.0,0.0,0.0,32
0.0,0.4,0.0,0.0,0.0,85
0.39655172413793105,0.20000000000000004,0.04657534246575343,0.25,0.5,270
0.0,0.5000000000000001,0.0,0.0,0.5,200
0.0,0.4,0.10410958904109589,0.0,0.5,145
0.22413793103448276,0.4,0.0,0.25,0.5,180
0.05172413793103448,0.0,0.0,0.5,0.0,75
0.12068965517241378,0.1,0.0,0.0,0.0,99
0.017241379310344827,0.1,0.016438356164383564,0.25,0.5,120
0.05172413793103448,0.1,0.0,0.0,0.0,40
0.017241379310344827,0.0,0.0,0.25,0.0,100
0.0,0.0,0.0,0.0,0.0,50
0.0,0.0,0.24383561643835616,0.5,0.0,120
0.06896551724137931,0.30000000000000004,0.021917808219178082,0.0,0.0,49
0.24137931034482757,0.0,0.40273972602739727,0.25,0.0,120
0.0,0.0,0.0,0.25,0.0,175
0.06896551724137931,0.4,0.0,0.25,0.5,200
0.017241379310344827,0.0,1.0,0.25,0.0,89
0.1724137931034483,0.1,0.0136986301369863,0.25,0.0,52
0.7413793103448276,0.1,0.8191780821917808,0.75,0.5,85
1.0,0.0,0.41643835616438357,0.0,0.0,43
0.05172413793103448,0.1,0.0,0.25,0.0,65
0.0,0.0,0.0,0.0,0.0,75
0.08620689655172414,0.1,0.24657534246575344,0.5,0.0,110
0.0,0.0,0.24383561643835616,0.0,0.0,60
0.0,0.0,0.0,0.25,0.5,249
0.034482758620689655,0.1,0.9972602739726028,0.0,0.0,72
0.0,0.0,0.0,0.0,0.0,90
0.13793103448275862,0.20000000000000004,0.10136986301369863,0.25,0.0,12
0.034482758620689655,0.0,0.0,0.5,0.0,80
0.39655172413793105,0.20000000000000004,0.03287671232876713,0.25,0.0,46
0.0,0.30000000000000004,0.0,0.25,0.0,100
0.12068965517241378,0.4,0.0,0.25,0.0,65
0.017241379310344827,0.6000000000000001,0.0,0.25,0.0,40
0.034482758620689655,0.30000000000000004,0.0,0.0,0.0,94
0.0,0.4,0.0,0.25,0.5,239
0.017241379310344827,0.4,0.0,0.0,0.0,90
0.13793103448275862,0.30000000000000004,0.24383561643835616,0.0,0.0,140
0.27586206896551724,0.0,0.3315068493150685,0.5,0.0,42
0.017241379310344827,0.6000000000000001,0.0,0.0,0.0,50
0.3448275862068966,0.1,0.0,0.0,0.5,180
0.05172413793103448,0.1,0.0,0.25,0.5,159
0.25862068965517243,0.1,0.0,0.0,0.0,44
0.034482758620689655,0.1,0.46301369863013697,0.75,0.5,79
0.24137931034482757,0.0,0.06027397260273973,0.25,1.0,35
0.0,0.1,0.0136986301369863,0.5,0.5,69
0.034482758620689655,0.0,0.0,0.0,0.0,80
0.017241379310344827,0.30000000000000004,0.0,0.25,0.5,150
0.22413793103448276,0.1,0.989041095890411,0.5,1.0,27
0.12068965517241378,0.0,0.0,0.25,0.0,90
0.0,0.20000000000000004,0.0,0.0,0.0,49
0.43103448275862066,0.20000000000000004,0.049315068493150684,0.0,0.5,150
0.13793103448275862,0.4,0.0,0.0,0.0,200
0.017241379310344827,0.6000000000000001,0.0,0.0,0.0,88
0.0,0.0,0.23835616438356164,0.25,0.5,200
0.017241379310344827,0.20000000000000004,0.0,0.25,0.0,72
0.48275862068965514,0.20000000000000004,0.6794520547945205,0.5,1.0,60
0.05172413793103448,0.1,0.0136986301369863,0.25,0.5,148
0.39655172413793105,0.20000000000000004,0.5671232876712329,0.25,0.5,299
0.48275862068965514,0.20000000000000004,0.5780821917808219,0.0,0.5,135
0.25862068965517243,0.1,1.0,0.0,0.0,68
0.27586206896551724,0.20000000000000004,0.0,0.0,0.0,50
0.0,0.0,0.0,0.0,0.0,200
0.0,0.6000000000000001,0.27945205479452057,0.0,0.0,40
0.0,0.0,0.0,0.0,0.0,38
0.0,0.0,0.4547945205479452,0.5,0.5,159
0.0,0.1,0.0,0.25,0.5,300
0.017241379310344827,0.0,0.0,0.0,0.0,48
0.034482758620689655,0.30000000000000004,0.0,0.0,0.5,325
0.034482758620689655,0.1,0.0,0.25,0.0,250
0.06896551724137931,0.1,0.0,0.5,0.0,120
0.06896551724137931,0.1,0.0,0.0,0.5,150
0.0,0.4,0.0,0.25,0.0,50
0.017241379310344827,0.6000000000000001,0.0,0.25,0.0,60
0.1896551724137931,0.1,0.0,0.5,0.0,48
0.12068965517241378,0.4,0.873972602739726,0.5,0.5,99
0.017241379310344827,0.30000000000000004,0.0,0.25,0.5,110
0.06896551724137931,0.1,0.9232876712328767,0.0,0.0,87
0.3793103448275862,0.0,0.46301369863013697,0.0,0.0,50
0.6724137931034483,0.1,0.2410958904109589,0.0,0.5,289
0.0,0.1,0.0,0.0,0.0,65
0.15517241379310345,0.0,0.0,0.25,0.0,95
0.1896551724137931,0.1,0.0,0.25,0.5,100
0.017241379310344827,0.0,0.005479452054794521,0.5,0.5,70
0.08620689655172414,0.30000000000000004,0.0,0.0,0.5,99
0.1724137931034483,0.6000000000000001,0.06575342465753425,0.25,0.5,190
0.0,0.0,0.0,0.25,0.0,140
0.7413793103448276,0.1,0.0,0.0,0.0,119
0.9310344827586207,0.1,0.1917808219178082,0.5,0.5,150
0.08620689655172414,0.20000000000000004,0.0,0.25,0.0,62
0.22413793103448276,0.0,1.0,0.0,0.0,52
0.25862068965517243,0.30000000000000004,0.0,0.5,0.0,40
0.0,0.9,0.0,0.5,1.0,25
0.017241379310344827,0.0,0.0,0.25,0.5,127
0.7758620689655172,0.1,0.07123287671232877,0.25,0.0,80
0.9310344827586207,0.1,0.0,0.75,0.0,100
0.1896551724137931,0.0,0.0,0.25,0.0,70
0.034482758620689655,0.0,0.24657534246575344,0.0,0.0,295
0.0,0.0,0.07397260273972603,0.0,1.0,65
0.15517241379310345,0.20000000000000004,0.0,0.25,0.5,65
0.27586206896551724,0.1,0.0,0.0,0.5,130
0.8793103448275862,0.0,0.7479452054794521,0.0,0.0,39
0.24137931034482757,0.1,0.0,0.5,0.5,65
0.0,0.6000000000000001,0.09315068493150686,0.25,0.5,250
0.25862068965517243,0.1,0.0,0.25,0.5,226
0.7413793103448276,0.0,0.03561643835616438,0.0,0.5,105
0.017241379310344827,0.4,0.5753424657534246,0.25,0.0,270
0.20689655172413793,0.4,0.008219178082191782,0.5,0.5,125
0.0,0.1,0.0,0.25,0.5,200
0.6896551724137931,0.0,0.16986301369863013,0.25,0.0,333
0.05172413793103448,0.9,0.0,0.25,0.5,70
0.017241379310344827,0.5000000000000001,0.07397260273972603,0.0,0.0,89
0.05172413793103448,0.4,0.0,0.25,0.5,295
0.017241379310344827,0.0,0.0,0.0,0.0,80
0.0,0.4,0.0,0.25,0.5,250
0.12068965517241378,0.4,0.3232876712328767,0.25,0.5,325
0.0,0.5000000000000001,0.0,0.0,0.5,84
0.0,0.1,0.0,0.5,0.5,250
0.0,0.4,0.8904109589041096,0.0,0.5,120
0.017241379310344827,0.0,0.0,0.25,0.5,140
0.05172413793103448,0.6000000000000001,0.0,0.0,0.0,85
0.05172413793103448,0.1,0.008219178082191782,0.0,0.5,99
0.017241379310344827,0.6000000000000001,0.09041095890410959,0.25,0.0,70
0.0,0.20000000000000004,0.2410958904109589,0.25,0.0,85
0.10344827586206896,0.20000000000000004,1.0,0.0,0.0,75
0.13793103448275862,0.1,0.0,0.0,0.5,80
0.034482758620689655,0.20000000000000004,0.0,0.0,0.0,72
0.13793103448275862,0.1,0.0,0.0,0.5,149
0.0,0.20000000000000004,0.0,0.0,0.5,90
0.05172413793103448,0.1,0.2219178082191781,0.5,0.5,122
0.017241379310344827,0.4,0.0,0.0,0.5,118
0.0,0.20000000000000004,0.4712328767123288,0.0,0.5,150
0.46551724137931033,0.1,0.030136986301369864,0.25,1.0,65
0.06896551724137931,0.1,0.038356164383561646,0.5,0.5,125
0.5344827586206896,0.0,0.0,0.5,0.5,75
1.0,0.30000000000000004,0.08767123287671233,0.0,0.0,39
0.0,0.0,0.0,0.25,0.5,120
0.0,0.20000000000000004,0.0,0.5,0.0,120
0.3448275862068966,0.0,1.0,0.0,0.0,67
0.15517241379310345,0.1,0.873972602739726,0.0,0.0,55
0.15517241379310345,0.30000000000000004,0.0,0.0,0.5,150
0.3275862068965517,0.0,0.3150684931506849,0.25,0.0,125
0.0,0.1,0.0,0.0,0.0,150
0.06896551724137931,0.6000000000000001,0.010958904109589041,0.25,0.5,250
0.0,0.0,0.0,0.0,0.5,125
0.15517241379310345,0.20000000000000004,1.0,0.25,0.0,120
0.46551724137931033,0.30000000000000004,0.11506849315068493,0.25,0.5,172
0.017241379310344827,0.5000000000000001,0.0,0.25,0.5,120
0.05172413793103448,0.1,0.7561643835616438,0.25,0.0,40
0.39655172413793105,0.1,0.0,0.0,0.5,135
0.06896551724137931,0.1,0.9452054794520548,0.0,0.5,259
0.0,0.0,0.0,0.25,0.5,180
0.034482758620689655,0.4,0.0684931506849315,0.0,0.0,85
0.034482758620689655,0.20000000000000004,0.2273972602739726,0.25,0.0,95
0.08620689655172414,0.4,0.0,0.25,0.0,75
0.1724137931034483,0.4,0.0,0.0,0.5,160
0.6896551724137931,0.1,0.0027397260273972603,0.0,0.0,53
0.05172413793103448,0.1,0.0,0.25,0.5,220
0.05172413793103448,0.20000000000000004,1.0,0.0,0.5,190
0.05172413793103448,0.1,0.0684931506849315,0.0,0.5,300
0.896551724137931,0.1,0.1095890410958904,1.0,0.5,65
0.034482758620689655,0.0,0.4904109589041096,0.25,0.0,245
0.6379310344827586,0.6000000000000001,0.07945205479452055,0.0,0.0,38
0.034482758620689655,0.0,0.0,0.0,0.0,45
0.29310344827586204,0.1,0.030136986301369864,0.25,0.0,75
0.7241379310344828,0.20000000000000004,0.019178082191780823,0.25,0.5,109
0.0,0.1,0.873972602739726,0.0,0.0,79
0.06896551724137931,0.0,0.9232876712328767,0.5,0.0,50
0.05172413793103448,0.0,0.0,0.0,0.0,52
0.0,0.0,0.0,0.0,0.0,145
0.4482758620689655,0.1,0.0,0.0,0.0,50
0.3793103448275862,0.0,0.915068493150685,0.25,0.5,140
0.13793103448275862,0.30000000000000004,0.052054794520547946,0.0,0.0,65
0.9137931034482758,0.1,0.589041095890411,0.0,0.5,125
0.0,0.6000000000000001,0.0958904109589041,0.25,0.0,55
0.20689655172413793,0.0,0.12876712328767123,0.0,0.0,43
0.46551724137931033,0.0,0.07945205479452055,0.0,0.0,75
0.0,0.1,0.10136986301369863,0.25,0.5,120
0.5,0.1,0.22465753424657534,0.0,0.5,135
0.017241379310344827,0.0,1.0,0.0,0.0,206
0.12068965517241378,0.0,0.9863013698630138,0.25,0.0,119
0.10344827586206896,0.20000000000000004,0.0,0.0,0.5,165
0.3448275862068966,0.0,0.7342465753424657,0.25,0.5,179
0.3793103448275862,0.30000000000000004,0.0,0.25,0.5,160
0.20689655172413793,0.1,0.9753424657534246,0.0,0.0,80
0.5689655172413793,0.20000000000000004,0.0547945205479452,0.0,0.5,115
0.6551724137931034,0.1,0.8575342465753425,0.25,0.0,208
0.017241379310344827,0.1,0.0,0.0,0.0,60
0.0,0.1,0.9260273972602739,0.25,0.5,285
0.05172413793103448,0.30000000000000004,0.0,0.0,0.0,55
0.034482758620689655,0.4,0.0,0.0,0.5,167
0.017241379310344827,0.0,1.0,0.5,0.0,160
0.017241379310344827,0.4,0.0,0.0,0.0,125
0.034482758620689655,0.5000000000000001,0.0,0.25,0.5,260
0.22413793103448276,0.0,0.043835616438356165,0.0,0.0,57
0.9310344827586207,0.4,0.0,0.0,0.5,100
0.034482758620689655,0.1,0.2136986301369863,0.0,0.0,99
0.034482758620689655,0.1,0.0,0.25,0.0,65
0.3103448275862069,0.4,0.3232876712328767,0.25,0.0,80
0.017241379310344827,0.20000000000000004,0.0,0.25,0.5,74
0.08620689655172414,0.1,0.005479452054794521,0.0,0.0,70
0.1724137931034483,0.1,0.9287671232876712,0.25,0.0,135
0.05172413793103448,0.6000000000000001,0.0,0.25,0.5,180
0.034482758620689655,0.1,0.7643835616438356,0.5,0.5,275
0.29310344827586204,0.1,0.049315068493150684,0.25,0.5,100
0.29310344827586204,0.30000000000000004,0.0,0.25,0.5,50
0.5517241379310345,0.1,0.15616438356164383,0.0,0.5,125
0.034482758620689655,0.6000000000000001,0.0,0.0,0.0,40
0.0,0.20000000000000004,0.0,0.5,0.5,100
0.034482758620689655,0.0,0.0,0.25,0.5,170
0.05172413793103448,0.6000000000000001,0.8931506849315068,0.25,0.0,52
0.06896551724137931,0.1,0.0,0.0,0.5,109
0.017241379310344827,0.20000000000000004,0.0,0.0,0.0,73
0.034482758620689655,0.20000000000000004,0.0,0.0,0.5,140
0.0,0.0,0.9013698630136986,0.5,0.0,55
0.39655172413793105,0.0,0.4410958904109589,0.5,0.0,53
0.0,0.0,0.0027397260273972603,0.0,0.0,45
0.0,0.0,0.0,0.25,0.5,120
0.25862068965517243,0.1,0.09041095890410959,0.25,0.5,159
0.46551724137931033,0.0,0.043835616438356165,0.5,0.0,45
0.10344827586206896,0.20000000000000004,0.0,0.0,0.5,200
0.05172413793103448,0.30000000000000004,0.0,0.25,0.5,200
0.7241379310344828,0.4,0.0,0.25,0.0,64
0.5,0.20000000000000004,1.0,0.0,0.0,67
0.0,0.0,0.0,0.0,0.0,50
0.017241379310344827,0.0,0.0,0.0,0.0,55
0.0,0.1,0.0,0.0,0.0,60
0.1724137931034483,0.0,0.473972602739726,0.0,0.0,47
0.05172413793103448,0.1,0.07945205479452055,0.0,0.0,57
0.08620689655172414,0.20000000000000004,0.0,0.0,0.5,60
0.017241379310344827,0.6000000000000001,0.0,0.25,0.5,250
0.0,0.1,0.0,0.0,0.0,55
0.22413793103448276,0.1,0.4821917808219178,0.25,0.0,129
0.22413793103448276,0.0,0.0,0.0,0.5,95
0.017241379310344827,0.4,0.0,0.0,0.5,99
0.7413793103448276,0.30000000000000004,0.7534246575342466,0.0,0.5,170
0.6724137931034483,0.1,0.0,0.0,0.5,185
0.7413793103448276,0.1,0.8465753424657534,0.0,0.5,81
0.0,0.1,0.0,0.25,0.0,130
0.0,0.6000000000000001,0.8438356164383561,0.25,0.5,200
0.0,0.1,0.0,0.0,0.0,97
0.0,0.1,0.019178082191780823,0.0,0.0,44
0.017241379310344827,0.0,0.0,0.25,0.0,100
0.27586206896551724,0.6000000000000001,0.136986301369863,0.25,0.5,200
0.0,0.0,0.0,0.25,0.0,200
0.0,0.4,0.0,0.25,0.5,170
0.05172413793103448,0.20000000000000004,0.008219178082191782,0.0,0.5,100
0.034482758620689655,0.20000000000000004,0.9945205479452055,0.5,0.5,140
0.0,0.30000000000000004,0.9205479452054794,0.25,0.5,300
0.8103448275862069,0.1,0.016438356164383564,0.25,0.5,196
0.15517241379310345,0.1,0.0,0.25,0.0,100
0.13793103448275862,0.1,0.915068493150685,0.25,0.5,148
0.017241379310344827,0.20000000000000004,0.0136986301369863,0.0,0.5,200
0.0,0.20000000000000004,0.0,0.0,0.5,175
0.034482758620689655,0.0,0.0,0.25,0.0,120
0.41379310344827586,0.1,0.7698630136986302,0.5,0.0,61
0.22413793103448276,0.6000000000000001,0.9561643835616438,0.25,0.5,199
0.08620689655172414,0.1,0.0,0.0,0.5,250
0.4482758620689655,0.0,0.0,0.25,0.0,70
0.6551724137931034,0.1,0.25753424657534246,0.0,0.5,199
0.7241379310344828,0.1,0.27123287671232876,0.25,0.0,90
0.15517241379310345,0.4,0.0,0.0,0.5,89
0.017241379310344827,0.20000000000000004,0.0,0.5,0.5,90
0.10344827586206896,0.0,0.2273972602739726,0.5,0.5,90
0.017241379310344827,0.0,0.0,0.25,0.5,250
0.08620689655172414,0.1,0.0,0.0,0.5,159
0.0,0.30000000000000004,0.0,0.0,0.0,145
0.017241379310344827,0.20000000000000004,1.0,0.0,0.0,155
0.06896551724137931,0.20000000000000004,0.0,0.5,0.0,50
0.017241379310344827,0.5000000000000001,0.0,0.0,0.5,250
0.5,0.1,0.0958904109589041,0.25,0.5,225
0.017241379310344827,0.30000000000000004,0.019178082191780823,0.0,0.0,35
0.017241379310344827,0.0,0.0,0.25,0.5,200
0.22413793103448276,0.1,0.3863013698630137,0.0,0.0,38
0.017241379310344827,0.1,0.873972602739726,0.25,0.5,214
0.10344827586206896,0.20000000000000004,0.8,0.0,0.5,130
0.6206896551724138,0.20000000000000004,0.21643835616438356,0.0,0.0,179
0.08620689655172414,0.1,0.0410958904109589,0.25,0.5,175
0.24137931034482757,0.6000000000000001,0.9972602739726028,0.0,0.0,45
0.603448275862069,0.0,0.04657534246575343,0.0,0.0,100
0.06896551724137931,0.20000000000000004,0.0,0.25,0.5,110
0.3103448275862069,0.20000000000000004,0.0,0.0,0.5,185
0.0,0.1,0.9835616438356164,0.5,0.5,219
0.034482758620689655,0.20000000000000004,0.24657534246575344,0.0,0.0,50
0.034482758620689655,0.0,0.0,0.0,0.5,100
0.0,0.0,0.0,0.0,0.0,25
0.06896551724137931,0.1,0.0,0.0,0.5,80
0.06896551724137931,0.20000000000000004,0.06575342465753425,0.25,0.5,112
0.05172413793103448,0.1,0.0,0.0,0.0,65
0.10344827586206896,0.0,0.589041095890411,0.25,0.5,165
0.0,0.6000000000000001,0.0,0.0,0.5,150
0.1896551724137931,0.0,0.08493150684931507,0.25,0.0,80
0.034482758620689655,0.1,0.9506849315068493,0.0,0.5,125
0.034482758620689655,0.9,0.11232876712328767,0.0,0.5,150
0.06896551724137931,0.1,0.0,0.25,0.5,195
0.05172413793103448,0.0,0.0,0.0,0.0,50
0.15517241379310345,0.20000000000000004,0.0,0.0,0.5,220
0.017241379310344827,0.4,0.0,0.25,0.0,85
0.6551724137931034,0.1,0.23287671232876714,0.0,0.0,68
0.034482758620689655,0.30000000000000004,0.043835616438356165,0.25,0.0,79
0.08620689655172414,0.0,0.06301369863013699,0.5,0.5,179
0.43103448275862066,0.1,0.1863013698630137,0.0,0.0,80
0.034482758620689655,0.0,0.0,0.25,0.5,130
0.05172413793103448,0.20000000000000004,0.0,0.25,0.0,108
0.25862068965517243,0.6000000000000001,1.0,0.0,0.0,75
0.034482758620689655,0.20000000000000004,0.473972602739726,0.25,0.5,180
0.1724137931034483,0.0,0.0547945205479452,0.0,0.5,86
0.3103448275862069,0.6000000000000001,0.23835616438356164,0.0,0.0,75
0.0,0.1,0.021917808219178082,0.5,0.0,79
0.017241379310344827,0.5000000000000001,0.0,0.0,0.0,45
0.034482758620689655,0.0,0.0,0.25,0.0,125
0.13793103448275862,0.20000000000000004,0.9780821917808219,0.25,0.5,225
0.06896551724137931,0.1,0.24383561643835616,0.5,0.0,70
0.6896551724137931,0.1,0.0,0.0,0.5,184
0.0,0.20000000000000004,0.9945205479452055,0.25,0.0,125
0.034482758620689655,0.1,0.6136986301369863,0.0,0.5,60
0.0,0.4,0.0,0.5,0.0,88
0.034482758620689655,0.6000000000000001,0.0,0.25,0.5,150
0.13793103448275862,0.1,0.8794520547945206,0.0,0.0,65
0.06896551724137931,0.1,0.0,0.25,0.5,175
0.034482758620689655,0.0,0.4931506849315069,0.25,0.0,250
0.0,0.1,0.0,0.25,0.0,125
0.22413793103448276,0.1,0.8,0.0,0.0,30
0.08620689655172414,0.20000000000000004,0.0,0.25,0.5,200
0.27586206896551724,0.20000000000000004,0.263013698630137,0.0,0.5,145
0.896551724137931,0.20000000000000004,0.989041095890411,0.0,0.0,62
0.10344827586206896,0.20000000000000004,0.0,0.0,0.0,45
0.0,0.0,0.0,0.0,0.0,35
0.017241379310344827,0.4,0.0,0.0,0.0,70
0.20689655172413793,0.30000000000000004,0.5287671232876713,0.5,0.5,90
0.017241379310344827,0.20000000000000004,0.07945205479452055,0.0,0.5,115
0.08620689655172414,0.0,0.4657534246575343,0.25,0.5,159
0.5689655172413793,0.30000000000000004,0.8849315068493151,0.0,0.0,45
0.7068965517241379,0.0,0.3972602739726027,0.5,1.0,30
0.15517241379310345,0.1,0.7671232876712328,0.25,0.0,60
0.034482758620689655,0.4,0.0,0.25,0.5,220
0.1724137931034483,0.20000000000000004,0.0,0.25,0.0,60
0.08620689655172414,0.1,0.2356164383561644,0.0,0.5,190
0.0,0.0,0.0,0.25,0.5,180
0.034482758620689655,0.1,0.0,0.25,0.5,230
0.29310344827586204,0.0,0.20273972602739726,0.25,0.0,95
0.0,0.4,0.0,0.25,0.0,170
0.0,0.6000000000000001,1.0,0.25,0.0,100
0.0,0.30000000000000004,0.0,0.0,0.0,60
0.1896551724137931,0.0,0.8328767123287671,0.25,1.0,49
0.0,0.0,0.0,0.25,0.0,86
0.017241379310344827,0.1,0.04657534246575343,0.0,0.5,249
0.7413793103448276,0.1,0.0,0.0,0.0,75
0.12068965517241378,0.30000000000000004,0.14794520547945206,0.0,0.5,175
0.0,0.1,0.9972602739726028,0.5,0.5,200
0.12068965517241378,0.0,0.06027397260273973,0.0,0.0,63
0.7241379310344828,0.0,0.043835616438356165,0.25,0.0,80
0.5172413793103449,0.0,0.39452054794520547,0.25,0.5,145
0.0,0.0,0.07671232876712329,0.0,1.0,39
0.10344827586206896,0.1,0.0,0.0,0.5,140
0.5862068965517241,0.0,0.0958904109589041,0.0,0.0,75
0.034482758620689655,0.0,0.0,0.25,0.5,130
0.05172413793103448,0.1,0.0,0.25,0.0,175
0.06896551724137931,0.6000000000000001,0.09863013698630137,0.0,0.5,145
0.017241379310344827,0.1,0.0,0.0,0.0,60
0.8620689655172413,0.1,0.4931506849315069,0.0,0.0,99
0.10344827586206896,0.0,0.0,0.0,0.0,40
0.12068965517241378,0.4,0.0,0.25,0.5,250
